銘柄コード,企業名,価格,利回り(%),年間配当,セクター,配当内訳
7863,平賀,985,402,40,Industrials,2025-03-28:40.0
7871,フクビ化学工業,878,311,29,Industrials,"2025-03-28:15.5, 2025-09-29:13.5"
7868,広済堂ホールディングス,475,275,13.04,Industrials,"2025-03-28:6.37, 2025-09-29:6.67"
7867,タカラトミー,2750.5,231,68,Consumer Cyclical,"2025-03-28:36.0, 2025-09-29:32.0"
7872,エステールホールディングス,624,431,27,Consumer Cyclical,2025-03-28:27.0
7875,竹田ｉＰホールディングス,1314,350,41,Communication Services,"2025-03-28:27.0, 2025-09-29:14.0"
7874,レック,1159,148,20,Consumer Defensive,"2025-03-28:10.0, 2025-09-29:10.0"
7877,永大化工,2029,348,60,Basic Materials,2025-03-28:60.0
7878,光・彩,1267,235,30,Consumer Cyclical,2026-01-29:30.0
7879,ノダ,678,442,33,Industrials,"2025-05-29:18.0, 2025-11-27:15.0"
7883,サンメッセ,369,217,9,Industrials,"2025-03-28:5.0, 2025-09-29:4.0"
7886,ヤマト　モビリティ　＆　Ｍｆｇ．,731,0,0,Basic Materials,No Div
7885,タカノ,1127,175,20,Consumer Cyclical,2025-03-28:20.0
7888,三光合成,888,311,28,Technology,"2025-05-29:14.0, 2025-11-27:14.0"
7887,南海プライウッド,10890,184,150,Consumer Cyclical,2025-03-28:150.0
7893,プロネクサス,1126,321,46,Industrials,"2025-03-28:26.0, 2025-09-29:20.0"
7897,ホクシン,107,185,2,Basic Materials,2025-03-28:2.0
7898,ウッドワン,1002,239,24,Consumer Cyclical,"2025-03-28:12.0, 2025-09-29:12.0"
7896,セブン工業,562,359,20,Industrials,"2025-03-28:10.0, 2025-09-29:10.0"
7908,きもと,267,259,8,Technology,"2025-03-28:5.0, 2025-09-29:3.0"
7901,マツモト,1107,0,0,Basic Materials,No Div
7902,ソノコム,1070,118,12,Technology,2025-03-28:12.0
7906,ヨネックス,3240,75,23,Consumer Cyclical,"2025-03-28:11.0, 2025-09-29:12.0"
7912,大日本印刷,2886.5,136,40,Industrials,"2025-03-28:22.0, 2025-09-29:18.0"
7911,ＴＯＰＰＡＮホールディングス,4641,118,60,Industrials,"2025-03-28:32.0, 2025-09-29:28.0"
7915,ＮＩＳＳＨＡ,1269,390,50,Technology,"2025-06-27:25.0, 2025-12-29:25.0"
7914,共同印刷,1626,231,59.25,Industrials,"2025-03-28:21.25, 2025-09-29:38.0"
7916,光村印刷,1839,272,50,Industrials,2025-03-28:50.0
7917,ＺＡＣＲＯＳ,1328,272,34.75,Consumer Cyclical,"2025-03-28:16.75, 2025-09-29:18.0"
7918,ヴィア・ホールディングス,124,0,0,Consumer Cyclical,No Div
7919,野崎印刷紙業,208,359,7.5,Industrials,"2025-03-28:5.0, 2025-09-29:2.5"
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,3810,319,135,Industrials,"2025-05-29:75.0, 2025-11-27:60.0"
7922,三光産業,756,133,10,Industrials,2025-03-28:10.0
7923,トーイン,1178,148,22.5,Consumer Cyclical,"2025-03-28:17.5, 2025-09-29:5.0"
7925,前澤化成工業,2217,312,74,Basic Materials,"2025-03-28:39.0, 2025-09-29:35.0"
7928,旭化学工業,608,164,10,Industrials,"2025-08-28:5.0, 2026-02-26:5.0"
7927,ムトー精工,2112,665,104.5,Technology,"2025-03-28:74.5, 2025-09-29:30.0"
7931,未来工業,3250,399,130,Industrials,"2025-09-18:50.0, 2026-03-18:80.0"
7932,ニッピ,13290,471,600,Consumer Cyclical,2025-03-28:600.0
7937,ツツミ,3015,290,90,Consumer Cyclical,"2025-03-28:45.0, 2025-09-29:45.0"
7936,アシックス,4363,88,28,Consumer Cyclical,"2025-06-27:12.0, 2025-12-29:16.0"
7938,リーガルコーポレーション,2446,310,75,Consumer Cyclical,2025-03-28:75.0
7939,研創,625,357,21,Industrials,2025-03-28:21.0
7940,ウェーブロックホールディングス,1056,283,15,Basic Materials,2025-03-28:15.0
7943,ニチハ,3310,351,114,Industrials,"2025-03-28:57.0, 2025-09-29:57.0"
7942,ＪＳＰ,2396,373,80,Consumer Cyclical,"2025-03-28:40.0, 2025-09-29:40.0"
7944,ローランド,3970,428,170,Consumer Cyclical,"2025-06-27:85.0, 2025-12-29:85.0"
7946,光陽社,576,113,34,Industrials,2025-03-28:34.0
7947,エフピコ,2429,294,71.5,Consumer Cyclical,"2025-03-28:40.0, 2025-09-29:31.5"
7949,小松ウオール工業,2723,474,100,Industrials,"2025-03-28:35.0, 2025-09-29:65.0"
7951,ヤマハ,1131.5,230,26,Consumer Cyclical,"2025-03-28:13.0, 2025-09-29:13.0"
7952,河合楽器製作所,2798,344,95,Consumer Cyclical,2025-03-28:95.0
7953,菊水化学工業,398,500,17,Industrials,"2025-03-28:10.0, 2025-09-29:7.0"
7955,クリナップ,974,366,31,Consumer Cyclical,"2025-03-28:18.0, 2025-09-29:13.0"
7956,ピジョン,1615.5,471,76,Consumer Defensive,"2025-06-27:38.0, 2025-12-29:38.0"
7962,キングジム,813,172,14,Industrials,"2025-06-19:7.0, 2025-12-18:7.0"
7957,フジコピアン,1410,285,40,Industrials,2025-12-29:40.0
7963,興研,1928,179,50,Healthcare,2025-12-29:50.0
7965,象印マホービン,1527,302,82,Consumer Cyclical,"2025-05-19:30.0, 2025-11-19:52.0"
7970,信越ポリマー,2040,293,57,Basic Materials,"2025-03-28:27.0, 2025-09-29:30.0"
7966,リンテック,4740,231,105,Basic Materials,"2025-03-28:50.0, 2025-09-29:55.0"
7972,イトーキ,3265,267,75,Consumer Cyclical,2025-12-29:75.0
7974,任天堂,8990,202,127,Communication Services,"2025-03-28:85.0, 2025-09-29:42.0"
7971,東リ,690,457,26,Industrials,"2025-03-28:16.0, 2025-09-29:10.0"
7975,リヒトラブ,1178,216,25,Industrials,2026-02-26:25.0
7976,三菱鉛筆,2373,205,52,Industrials,"2025-06-27:26.0, 2025-12-29:26.0"
7979,松風,1742,305,52,Healthcare,"2025-03-28:31.0, 2025-09-29:21.0"
7980,重松製作所,966,151,15,Healthcare,2025-03-28:15.0
7981,タカラスタンダード,2858,349,100,Consumer Cyclical,"2025-03-28:50.0, 2025-09-29:50.0"
7983,ミロク,1169,88,10,Industrials,"2025-04-28:5.0, 2025-10-30:5.0"
7984,コクヨ,835.9,293,24.5,Industrials,"2025-06-27:11.5, 2025-12-29:13.0"
7986,日本アイ・エス・ケイ,2000,150,30,Basic Materials,2025-12-29:30.0
7985,ネポン,1578,75,0,Industrials,No Div
7987,ナカバヤシ,605,361,22,Industrials,"2025-03-28:12.0, 2025-09-29:10.0"
7988,ニフコ,4560,174,80,Consumer Cyclical,"2025-03-28:40.0, 2025-09-29:40.0"
7990,グローブライド,2170,414,85,Consumer Cyclical,"2025-03-28:40.0, 2025-09-29:45.0"
7989,立川ブラインド工業,2585,541,70,Consumer Cyclical,"2025-06-27:20.0, 2025-12-29:50.0"
7991,マミヤ・オーピー,1417,350,100,Industrials,2025-03-28:100.0
7992,セーラー万年筆,110,0,0,Industrials,No Div
7994,オカムラ,2560,379,101,Industrials,"2025-03-28:49.0, 2025-09-29:52.0"
7995,バルカー,4825,309,150,Industrials,"2025-03-28:75.0, 2025-09-29:75.0"
7999,ＭＵＴＯＨホールディングス,7560,104,122,Industrials,"2025-03-28:84.0, 2025-09-29:38.0"
7997,くろがね工作所,952,210,40,Consumer Cyclical,2025-11-27:40.0
8001,伊藤忠商事,2062,212,40,Industrials,"2025-03-28:20.0, 2025-09-29:20.0"
8002,丸紅,5661,192,100,Industrials,"2025-03-28:50.0, 2025-09-29:50.0"
8007,高島,844,529,45.5,Basic Materials,"2025-03-28:23.0, 2025-09-29:22.5"
8005,スクロール,1333,443,57,Consumer Cyclical,"2025-03-28:27.5, 2025-09-29:29.5"
8006,ユアサ・フナショク,1696,177,30,Consumer Defensive,2025-03-28:30.0
8008,ヨンドシーホールディングス,1803,458,83,Consumer Cyclical,"2025-08-28:41.5, 2026-02-26:41.5"
8011,三陽商会,3900,351,139,Consumer Cyclical,"2025-08-28:69.0, 2026-02-26:70.0"
8013,ナイガイ,297,0,0,Consumer Cyclical,No Div
8012,長瀬産業,4726,212,90,Basic Materials,"2025-03-28:45.0, 2025-09-29:45.0"
8014,蝶理,4280,335,153,Industrials,"2025-03-28:81.0, 2025-09-29:72.0"
8016,オンワードホールディングス,730,759,30,Consumer Cyclical,"2025-08-28:14.0, 2026-02-26:16.0"
8015,豊田通商,6215,186,113,Industrials,"2025-03-28:55.0, 2025-09-29:58.0"
8018,三共生興,870,310,40.5,Consumer Cyclical,"2025-03-28:27.0, 2025-09-29:13.5"
8020,兼松,2313,274,55,Industrials,"2025-03-28:26.25, 2025-09-29:28.75"
8023,ＤＡＩＫＯ　ＸＴＥＣＨ,1066,333,50,Technology,"2025-03-28:32.0, 2025-09-29:18.0"
8022,美津濃,3435,176,55,Consumer Cyclical,"2025-03-28:30.0, 2025-09-29:25.0"
8025,ツカモトコーポレーション,1355,220,30,Consumer Cyclical,2025-03-28:30.0
8029,ルックホールディングス,2489,405,100,Consumer Cyclical,2025-12-29:100.0
8030,中央魚類,4280,278,120,Consumer Defensive,2025-03-28:120.0
8032,日本紙パルプ商事,1046,320,26.5,Basic Materials,"2025-03-28:12.5, 2025-09-29:14.0"
8031,三井物産,6390,192,105,Industrials,"2025-03-28:50.0, 2025-09-29:55.0"
8035,東京エレクトロン,40530,149,591,Technology,"2025-03-28:327.0, 2025-09-29:264.0"
8037,カメイ,3350,334,95,Energy,"2025-03-28:45.0, 2025-09-29:50.0"
8039,築地魚市場,4010,87,35,Consumer Defensive,2025-03-28:35.0
8040,東京ソワール,1074,421,45,Consumer Cyclical,2025-12-29:45.0
8041,ＯＵＧホールディングス,4285,255,97,Consumer Defensive,2025-03-28:97.0
8045,横浜丸魚,1610,211,45,Consumer Defensive,"2025-03-28:30.0, 2025-09-29:15.0"
8043,スターゼン,1301,331,36.666668,Consumer Defensive,2025-03-28:36.666668
8046,丸藤シートパイル,5510,311,130,Basic Materials,2025-03-28:130.0
8052,椿本興業,2860,279,85,Industrials,"2025-03-28:65.0, 2025-09-29:20.0"
8051,山善,1412,455,52,Industrials,"2025-03-28:32.0, 2025-09-29:20.0"
8050,セイコーグループ,11840,127,115,Consumer Cyclical,"2025-03-28:55.0, 2025-09-29:60.0"
8053,住友商事,5887,240,135,Industrials,"2025-03-28:65.0, 2025-09-29:70.0"
8056,ＢＩＰＲＯＧＹ,4607,258,120,Technology,"2025-03-28:60.0, 2025-09-29:60.0"
8058,三菱商事,5655,198,105,Industrials,"2025-03-28:50.0, 2025-09-29:55.0"
8057,内田洋行,2038,322,60,Industrials,2025-07-17:60.0
8060,キヤノンマーケティングジャパン,6913,246,170,Industrials,"2025-06-27:70.0, 2025-12-29:100.0"
8059,第一実業,3330,364,102,Industrials,"2025-03-28:51.0, 2025-09-29:51.0"
8061,西華産業,2709,138,79.993332,Industrials,"2025-03-28:43.333332, 2025-09-29:36.66"
8065,佐藤商事,2441,310,80,Basic Materials,"2025-03-28:42.0, 2025-09-29:38.0"
8066,三谷商事,2459,325,77,Industrials,"2025-03-28:33.0, 2025-09-29:44.0"
8070,東京産業,916,410,37,Industrials,"2025-03-28:18.0, 2025-09-29:19.0"
8074,ユアサ商事,6000,380,194,Industrials,"2025-03-28:118.0, 2025-09-29:76.0"
8075,神鋼商事,2377,443,103,Basic Materials,"2025-03-28:50.0, 2025-09-29:53.0"
8076,カノークス,2087,495,106,Basic Materials,"2025-03-28:54.0, 2025-09-29:52.0"
8077,トルク,212,279,6,Industrials,"2025-04-28:3.0, 2025-10-30:3.0"
8078,阪和興業,7900,316,245,Industrials,"2025-03-28:120.0, 2025-09-29:125.0"
8079,正栄食品工業,4225,214,60,Consumer Defensive,"2025-04-28:30.0, 2025-10-30:30.0"
8081,カナデン,2178,331,75,Industrials,"2025-03-28:39.0, 2025-09-29:36.0"
8084,ＲＹＯＤＥＮ,3435,394,121,Technology,"2025-03-28:53.0, 2025-09-29:68.0"
8085,ナラサキ産業,4640,274,120,Industrials,2025-03-28:120.0
8086,ニプロ,1552,235,23,Healthcare,"2025-03-28:13.0, 2025-09-29:10.0"
8088,岩谷産業,2042,231,70.5,Industrials,"2025-03-28:47.0, 2025-09-29:23.5"
8091,ニチモウ,2545,389,102,Consumer Defensive,"2025-03-28:52.0, 2025-09-29:50.0"
8089,ナイス,2319,378,68,Industrials,"2025-03-28:40.0, 2025-09-29:28.0"
8093,極東貿易,1924,382,70,Technology,"2025-03-28:35.0, 2025-09-29:35.0"
8095,アステナホールディングス,483,370,18,Industrials,"2025-05-29:9.0, 2025-11-27:9.0"
8097,三愛オブリ,2437,419,100,Energy,"2025-03-28:50.0, 2025-09-29:50.0"
8101,ＧＳＩクレオス,2533,400,97,Consumer Cyclical,2025-03-28:97.0
8098,稲畑産業,4040,317,128,Basic Materials,"2025-03-28:65.0, 2025-09-29:63.0"
8104,クワザワホールディングス,620,294,18,Basic Materials,2025-03-28:18.0
8103,明和産業,824,458,42,Industrials,2025-03-28:42.0
8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,163,0,0,Consumer Cyclical,No Div
8107,キムラタン,32,0,0,Consumer Cyclical,No Div
8111,ゴールドウイン,2279,236,69.99,Consumer Cyclical,"2025-03-28:41.0, 2025-09-29:28.99"
8117,中央自動車工業,1923,320,56.333332,Consumer Cyclical,"2025-03-28:30.333332, 2025-09-29:26.0"
8115,ムーンバット,1407,299,57,Consumer Cyclical,"2025-03-28:37.0, 2025-09-29:20.0"
8113,ユニ・チャーム,926.7,234,18,Consumer Defensive,"2025-06-27:9.0, 2025-12-29:9.0"
8118,キング,1140,159,18,Consumer Cyclical,2025-03-28:18.0
8125,ワキタ,1931,515,100,Industrials,2026-02-26:100.0
8123,川辺,1459,333,50,Consumer Cyclical,2025-03-28:50.0
8119,三栄コーポレーション,850,361,36.5,Consumer Cyclical,"2025-03-28:21.0, 2025-09-29:15.5"
8129,東邦ホールディングス,4812,254,85,Healthcare,"2025-03-28:40.0, 2025-09-29:45.0"
8127,ヤマトインターナショナル,597,228,16,Consumer Cyclical,"2025-08-28:10.0, 2026-02-26:6.0"
8130,サンゲツ,3160,493,152.5,Consumer Cyclical,"2025-03-28:75.0, 2025-09-29:77.5"
8131,ミツウロコグループホールディングス,2361,259,56,Energy,2025-03-28:56.0
8132,シナネンホールディングス,7690,118,90,Energy,2025-03-28:90.0
8133,伊藤忠エネクス,1998,311,65,Energy,"2025-03-28:34.0, 2025-09-29:31.0"
8135,ゼット,462,381,18,Consumer Cyclical,2025-03-28:18.0
8138,三京化成,4250,234,95,Basic Materials,"2025-03-28:45.0, 2025-09-29:50.0"
8137,サンワテクノス,3245,370,130,Technology,"2025-03-28:70.0, 2025-09-29:60.0"
8136,サンリオ,5200,125,64,Consumer Cyclical,"2025-03-28:33.0, 2025-09-29:31.0"
8139,ナガホリ,2002,74,10,Consumer Cyclical,2025-03-28:10.0
8143,ラピーヌ,187,0,0,Consumer Cyclical,No Div
8141,新光商事,1185,102,14,Technology,"2025-03-28:8.0, 2025-09-29:6.0"
8142,トーホー,1320,465,50,Consumer Defensive,"2025-07-30:25.0, 2026-01-29:25.0"
8144,デンキョーグループホールディングス,1361,292,40,Technology,"2025-03-28:20.0, 2025-09-29:20.0"
8150,三信電気,2927,508,145,Technology,"2025-03-28:105.0, 2025-09-29:40.0"
8147,トミタ,1305,161,22,Industrials,2025-03-28:22.0
8151,東陽テクニカ,1750,392,69,Technology,"2025-03-28:30.0, 2025-09-29:39.0"
8152,ソマール,5810,170,100,Basic Materials,2025-03-28:100.0
8154,加賀電子,3890,284,115,Technology,"2025-03-28:55.0, 2025-09-29:60.0"
8153,モスフードサービス,4320,70,30,Consumer Cyclical,"2025-03-28:15.0, 2025-09-29:15.0"
8157,都築電気,3615,332,104,Industrials,"2025-03-28:54.0, 2025-09-29:50.0"
8160,木曽路,2569,117,48,Consumer Cyclical,"2025-03-28:33.0, 2025-09-29:15.0"
8158,ソーダニッカ,1080,367,43,Basic Materials,"2025-03-28:23.0, 2025-09-29:20.0"
8159,立花エレテック,2950,338,100,Technology,"2025-03-28:50.0, 2025-09-29:50.0"
8163,ＳＲＳホールディングス,1273,78,7.5,Consumer Cyclical,2025-03-28:7.5
8165,千趣会,126,0,0,Consumer Cyclical,No Div
8167,リテールパートナーズ,1276,312,40,Consumer Defensive,"2025-08-28:20.0, 2026-02-26:20.0"
8166,タカキュー,79,0,0,Consumer Cyclical,No Div
8173,上新電機,2892,351,150,Consumer Cyclical,"2025-03-28:100.0, 2025-09-29:50.0"
8174,日本瓦斯,3005,341,97.75,Utilities,"2025-03-28:46.25, 2025-09-29:51.5"
8181,東天紅,1014,144,15,Consumer Cyclical,2026-02-26:15.0
8179,ロイヤルホールディングス,1453,122,17.5,Consumer Cyclical,2025-12-29:17.5
8185,チヨダ,1053,512,54,Consumer Cyclical,"2025-08-28:27.0, 2026-02-26:27.0"
8194,ライフコーポレーション,2517,258,65,Consumer Defensive,"2025-08-28:32.5, 2026-02-26:32.5"
8198,マックスバリュ東海,3655,233,85,Consumer Defensive,2026-02-26:85.0
8200,リンガーハット,2265,57,13,Consumer Cyclical,"2025-08-28:6.0, 2026-02-26:7.0"
8202,ラオックスホールディングス,149,267,3,Consumer Cyclical,2025-12-29:3.0
8209,フレンドリー,308,0,0,Consumer Cyclical,No Div
8207,テンアライド,300,0,0,Consumer Cyclical,No Div
8203,ＭｒＭａｘＨＤ,754,354,27,Consumer Defensive,2026-02-26:27.0
8214,ＡＯＫＩホールディングス,1677,478,80,Consumer Cyclical,"2025-03-28:60.0, 2025-09-29:20.0"
8217,オークワ,823,311,26,Consumer Cyclical,"2025-08-19:13.0, 2026-02-19:13.0"
8219,青山商事,2468,650,159,Consumer Cyclical,"2025-03-28:104.0, 2025-09-29:55.0"
8218,コメリ,3545,156,55,Consumer Cyclical,"2025-03-28:27.0, 2025-09-29:28.0"
8225,タカチホ,3800,265,50,Consumer Cyclical,2025-03-28:50.0
8226,理経,491,139,6,Technology,2025-03-28:6.0
8227,しまむら,3337,199,68.333332,Consumer Cyclical,"2025-08-19:33.333332, 2026-02-19:35.0"
8230,はせがわ,338,445,15,Consumer Cyclical,"2025-03-28:7.5, 2025-09-29:7.5"
8233,高島屋,1878,181,34,Consumer Cyclical,"2025-08-28:17.0, 2026-02-26:17.0"
8244,近鉄百貨店,1780,112,20,Consumer Cyclical,2026-02-26:20.0
8237,松屋,2022,58,12,Consumer Cyclical,"2025-08-28:6.0, 2026-02-26:6.0"
8242,エイチ・ツー・オー　リテイリング,2429.5,183,44,Consumer Defensive,"2025-03-28:22.0, 2025-09-29:22.0"
8247,大和,370,0,0,Consumer Cyclical,No Div
8252,丸井グループ,3117,425,118,Financial Services,"2025-03-28:53.0, 2025-09-29:65.0"
8253,クレディセゾン,4205,306,120,Financial Services,2025-03-28:120.0
8255,アクシアル　リテイリング,1253,254,29,Consumer Defensive,"2025-03-28:16.0, 2025-09-29:13.0"
8254,さいか屋,297,167,0,Consumer Cyclical,No Div
8260,井筒屋,447,132,6,Consumer Cyclical,2026-02-26:6.0
8267,イオン,1902.5,139,27,Consumer Cyclical,"2025-08-28:20.0, 2026-02-26:7.0"
8273,イズミ,1035,860,60,Consumer Cyclical,"2025-08-28:15.0, 2026-02-26:45.0"
8276,平和堂,2941,224,66,Consumer Cyclical,"2025-08-19:33.0, 2026-02-19:33.0"
8275,フォーバル,1131,275,30,Technology,2025-03-28:30.0
8278,フジ,2061,146,30,Consumer Cyclical,"2025-08-28:15.0, 2026-02-26:15.0"
8281,ゼビオホールディングス,1013,344,35,Consumer Cyclical,"2025-03-28:17.5, 2025-09-29:17.5"
8283,ＰＡＬＴＡＣ,4720,270,112,Consumer Defensive,"2025-03-28:55.0, 2025-09-29:57.0"
8282,ケーズホールディングス,1685,288,44,Consumer Cyclical,"2025-03-28:22.0, 2025-09-29:22.0"
8285,三谷産業,702,179,10.5,Industrials,"2025-03-28:5.5, 2025-09-29:5.0"
8289,Ｏｌｙｍｐｉｃグループ,440,435,0,Consumer Cyclical,No Div
8303,ＳＢＩ新生銀行,1692,198,0,Financial Services,No Div
8291,日産東京販売ホールディングス,521,576,24,Consumer Cyclical,"2025-03-28:12.0, 2025-09-29:12.0"
8301,日本銀行　出資証券,25100,0,0,Financial Services,No Div
8308,りそなホールディングス,1818.5,158,28,Financial Services,"2025-03-28:13.5, 2025-09-29:14.5"
8304,あおぞら銀行,2619.5,338,88,Financial Services,"2025-03-28:22.0, 2025-06-27:22.0, 2025-09-29:22.0, 2025-12-29:22.0"
8306,三菱ＵＦＪフィナンシャル・グループ,2700.5,287,74,Financial Services,"2025-03-28:39.0, 2025-09-29:35.0"
8309,三井住友トラストグループ,5098,333,162.5,Financial Services,"2025-03-28:82.5, 2025-09-29:80.0"
8331,千葉銀行,2050.5,267,46,Financial Services,"2025-03-28:22.0, 2025-09-29:24.0"
8316,三井住友フィナンシャルグループ,5246,296,140,Financial Services,"2025-03-28:62.0, 2025-09-29:78.0"
8336,武蔵野銀行,6320,248,145,Financial Services,"2025-03-28:65.0, 2025-09-29:80.0"
8334,群馬銀行,2130.5,278,55,Financial Services,"2025-03-28:25.0, 2025-09-29:30.0"
8337,千葉興業銀行,2003,49,10,Financial Services,2025-03-28:10.0
8341,七十七銀行,9385,239,210.5,Financial Services,"2025-03-28:97.5, 2025-09-29:113.0"
8338,筑波銀行,600,81,5,Financial Services,2025-03-28:5.0
8343,秋田銀行,5100,290,135,Financial Services,"2025-03-28:60.0, 2025-09-29:75.0"
8344,山形銀行,2479,310,55.5,Financial Services,"2025-03-28:27.5, 2025-09-29:28.0"
8345,岩手銀行,6710,282,161,Financial Services,"2025-03-28:65.0, 2025-09-29:96.0"
8346,東邦銀行,676,261,12,Financial Services,"2025-03-28:5.0, 2025-09-29:7.0"
8349,東北銀行,1487,332,50,Financial Services,"2025-03-28:25.0, 2025-09-29:25.0"
8354,ふくおかフィナンシャルグループ,6213,289,155,Financial Services,"2025-03-28:70.0, 2025-09-29:85.0"
8358,スルガ銀行,2061,215,36.5,Financial Services,"2025-03-28:14.5, 2025-09-29:22.0"
8359,八十二長野銀行,2052,264,49,Financial Services,"2025-03-28:29.0, 2025-09-29:20.0"
8360,山梨中央銀行,5100,230,103,Financial Services,"2025-03-28:44.0, 2025-09-29:59.0"
8361,大垣共立銀行,6160,158,110,Financial Services,"2025-03-28:55.0, 2025-09-29:55.0"
8362,福井銀行,3470,213,62,Financial Services,"2025-03-28:33.0, 2025-09-29:29.0"
8364,清水銀行,2563,227,60,Financial Services,"2025-03-28:30.0, 2025-09-29:30.0"
8365,富山銀行,2306,213,50,Financial Services,"2025-03-28:25.0, 2025-09-29:25.0"
8366,滋賀銀行,9110,143,110,Financial Services,"2025-03-28:45.0, 2025-09-29:65.0"
8367,南都銀行,7400,257,205,Financial Services,"2025-03-28:110.0, 2025-09-29:95.0"
8368,百五銀行,1543,166,25,Financial Services,"2025-03-28:12.0, 2025-09-29:13.0"
8377,ほくほくフィナンシャルグループ,5940,152,72.5,Financial Services,"2025-03-28:27.5, 2025-09-29:45.0"
8370,紀陽銀行,3955,288,123,Financial Services,"2025-03-28:65.0, 2025-09-29:58.0"
8383,鳥取銀行,1729,285,50,Financial Services,"2025-03-28:25.0, 2025-09-29:25.0"
8381,山陰合同銀行,1735,348,52,Financial Services,"2025-03-28:24.0, 2025-09-29:28.0"
8386,百十四銀行,8510,248,193,Financial Services,"2025-03-28:85.0, 2025-09-29:108.0"
8387,四国銀行,2347,234,53,Financial Services,"2025-03-28:25.0, 2025-09-29:28.0"
8388,阿波銀行,5850,204,110,Financial Services,"2025-03-28:50.0, 2025-09-29:60.0"
8399,琉球銀行,2338,228,46,Financial Services,"2025-03-28:19.0, 2025-09-29:27.0"
8392,大分銀行,9790,172,145,Financial Services,"2025-03-28:60.0, 2025-09-29:85.0"
8393,宮崎銀行,9500,113,145,Financial Services,"2025-03-28:55.0, 2025-09-29:90.0"
8395,佐賀銀行,4910,201,100,Financial Services,"2025-03-28:50.0, 2025-09-29:50.0"
8416,高知銀行,1049,231,25,Financial Services,"2025-03-28:15.0, 2025-09-29:10.0"
8410,セブン銀行,274.9,399,11,Financial Services,"2025-03-28:5.5, 2025-09-29:5.5"
8411,みずほフィナンシャルグループ,6368,226,147.5,Financial Services,"2025-03-28:75.0, 2025-09-29:72.5"
8418,山口フィナンシャルグループ,2479,256,62,Financial Services,"2025-03-28:30.0, 2025-09-29:32.0"
8439,東京センチュリー,2066.5,343,69,Industrials,"2025-03-28:33.0, 2025-09-29:36.0"
8425,みずほリース,1430,347,52,Financial Services,"2025-03-28:27.0, 2025-09-29:25.0"
8421,信金中央金庫　優先出資証券,203700,320,6500,Financial Services,2025-03-28:6500.0
8424,芙蓉総合リース,4405,357,155.666664,Industrials,"2025-03-28:76.666664, 2025-09-29:79.0"
8473,ＳＢＩホールディングス,2980,317,90,Financial Services,"2025-03-28:70.0, 2025-09-29:20.0"
8508,Ｊトラスト,555,300,17,Financial Services,2025-12-29:17.0
8511,日本証券金融,2159,423,82,Financial Services,"2025-03-28:42.0, 2025-09-29:40.0"
8515,アイフル,457,258,7,Financial Services,"2025-03-28:1.0, 2025-09-29:6.0"
8518,日本アジア投資,166,0,0,Financial Services,No Div
8522,名古屋銀行,5510,180,103.333332,Financial Services,"2025-03-28:53.333332, 2025-09-29:50.0"
8537,大光銀行,2418,279,70,Financial Services,"2025-03-28:35.0, 2025-09-29:35.0"
8524,北洋銀行,962,262,32,Financial Services,"2025-03-28:12.5, 2025-06-27:6.5, 2025-09-29:6.5, 2025-12-29:6.5"
8541,愛媛銀行,1618,206,34,Financial Services,"2025-03-28:17.0, 2025-09-29:17.0"
8542,トマト銀行,1636,300,50,Financial Services,"2025-03-28:25.0, 2025-09-29:25.0"
8544,京葉銀行,2025,206,35,Financial Services,"2025-03-28:16.0, 2025-09-29:19.0"
8550,栃木銀行,904,259,15.5,Financial Services,"2025-03-28:3.5, 2025-09-29:12.0"
8551,北日本銀行,4685,350,144,Financial Services,"2025-03-28:60.0, 2025-09-29:84.0"
8558,東和銀行,1062,324,35,Financial Services,2025-03-28:35.0
8562,福島銀行,367,133,5,Financial Services,2025-03-28:5.0
8563,大東銀行,1009,311,32,Financial Services,2025-03-28:32.0
8570,イオンフィナンシャルサービス,1583,333,53,Financial Services,"2025-08-28:25.0, 2026-02-26:28.0"
8584,ジャックス,4165,480,200,Financial Services,"2025-03-28:100.0, 2025-09-29:100.0"
8566,リコーリース,6120,309,190,Financial Services,"2025-03-28:100.0, 2025-09-29:90.0"
8572,アコム,479.1,414,17,Financial Services,"2025-03-28:7.0, 2025-09-29:10.0"
8585,オリエントコーポレーション,1030,385,40,Financial Services,2025-03-28:40.0
8591,オリックス,4768,390,151.6,Financial Services,"2025-03-28:57.84, 2025-09-29:93.76"
8593,三菱ＨＣキャピタル,1444,318,42,Financial Services,"2025-03-28:20.0, 2025-09-29:22.0"
8595,ジャフコ　グループ,2311.5,575,122.5,Financial Services,"2025-03-28:56.0, 2025-09-29:66.5"
8596,九州リースサービス,1406,423,64,Industrials,"2025-03-28:36.0, 2025-09-29:28.0"
8600,トモニホールディングス,850,299,22.5,Financial Services,"2025-03-28:9.5, 2025-09-29:13.0"
8604,野村ホールディングス,1257.5,424,61,Financial Services,"2025-03-28:34.0, 2025-09-29:27.0"
8601,大和証券グループ本社,1565.5,372,57,Financial Services,"2025-03-28:28.0, 2025-09-29:29.0"
8609,岡三証券グループ,867,344,30,Financial Services,2025-03-28:30.0
8614,東洋証券,754,400,50,Financial Services,2025-03-28:50.0
8617,光世証券,531,94,5,Financial Services,2025-03-28:5.0
